#cosmic_gene	tier	UniProt_accession	UniProt_genes	UniProt_status	UniProt_protein_name	somatic_mutations	germline_mutations	role_TSG	role_oncogene	role_fusion protein	genetics_dominant	genetics_recessive	actionability_level	resistance_mutations	dominant_mutation_type-fusion	dominant_mutation_type-translocation	dominant_mutation_type-missense_mutations	dominant_mutation_type-splice_site_mutations	dominant_mutation_type-nonsense_mutations	dominant_mutation_type-frameshift_mutations	dominant_mutation_type-large_deletions	dominant_mutation_type-amplification	dominant_mutation_type-other_mutations	tissue_epithelial	tissue_leukaemia-lymphoma	tissue_mesenchymal	tissue_other_tissue	hallmark_angiogenesis	hallmark_replicative_immortality	hallmark_energetics	hallmark_immune_evasion	hallmark_apoptosis	hallmark_genomic_instability	hallmark_metastasis	hallmark_proliferative_signaling	hallmark_growth_suppression	hallmark_inflammation	cancer_type(s)
BRCA1	1	P38398	BRCA1 RNF53	reviewed	Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1)	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	ovarian, breast, ovarian
BRCA2	1	P51587	BRCA2 FACD FANCD1	reviewed	Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein)	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	breast, ovarian, pancreatic, breast, ovarian, pancreatic, leukaemia  (FANCB, FANCD1)
BRD3	1	Q15059	BRD3 KIAA0043 RING3L	reviewed	Bromodomain-containing protein 3 (RING3-like protein)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lethal midline carcinoma of young people
BRD4	1	O60885	BRD4 HUNK1	reviewed	Bromodomain-containing protein 4 (Protein HUNK1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	lethal midline carcinoma of young people
BRIP1	1	Q9BX63	BRIP1 BACH1 FANCJ	reviewed	Fanconi anemia group J protein (Protein FACJ) (EC 3.6.4.13) (ATP-dependent RNA helicase BRIP1) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1)	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	AML, leukaemia, breast
BTG1	1	P62324	BTG1	reviewed	Protein BTG1 (B-cell translocation gene 1 protein)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-CLL
BTG2	2	P78543	BTG2 PC3	reviewed	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)	1	0	1	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	DLBCL
BTK	1	Q06187	BTK AGMX1 ATK BPK	reviewed	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)	1	0	1	1	0	1	0	-	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	CLL, mantle cell lymphoma, WM
BUB1B	1	O60566	BUB1B BUBR1 MAD3L SSK1	reviewed	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	rhabdomyosarcoma
C15orf65	2	H3BRN8	C15orf65	reviewed	Uncharacterized protein C15orf65	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PMBL, Hodgkin lymphoma
CACNA1D	1	Q01668	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	adrenal aldosterone producing adenoma
CALR	1	P27797	CALR CRTC	reviewed	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	MPN, MDS
CAMTA1	1	Q9Y6Y1	CAMTA1 KIAA0833 MSTP023	reviewed	Calmodulin-binding transcription activator 1	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	epithelioid haemangioendothelioma
CANT1	1	Q8WVQ1	CANT1 SHAPY	reviewed	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	prostate
CARD11	1	Q9BXL7	CARD11 CARMA1	reviewed	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	DLBCL
CARS	1	P49589	CARS1 CARS	reviewed	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	ALCL
CASP3	2	P42574	CASP3 CPP32	reviewed	"Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]"	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	ovarian cancer
CASP8	1	Q14790	CASP8 MCH5	reviewed	"Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]"	1	0	1	0	0	0	1	-	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	hepatocellular, oral squamous cell, breast
CASP9	2	P55211	CASP9 MCH6	reviewed	"Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10]"	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	glioma
CBFA2T3	1	O75081	CBFA2T3 MTG16 MTGR2 ZMYND4	reviewed	Protein CBFA2T3 (MTG8-related protein 2) (Myeloid translocation gene on chromosome 16 protein) (hMTG16) (Zinc finger MYND domain-containing protein 4)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	AML
CBFB	1	Q13951	CBFB	reviewed	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	AML
CBL	1	P22681	CBL CBL2 RNF55	reviewed	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	1	0	1	1	1	1	1	-	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	AML, JMML, MDS
CBLB	1	Q13191	CBLB RNF56 Nbla00127	reviewed	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	1	0	1	0	0	0	1	-	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	AML
CBLC	1	Q9ULV8	CBLC CBL3 RNF57	reviewed	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)	1	0	1	1	0	0	1	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
CCDC6	1	Q16204	CCDC6 D10S170 TST1	reviewed	Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	papillary thyroid, CML, NSCLC
CCNB1IP1	1	Q9NPC3	CCNB1IP1 C14orf18 HEI10	reviewed	E3 ubiquitin-protein ligase CCNB1IP1 (EC 2.3.2.27) (Cyclin-B1-interacting protein 1) (Human enhancer of invasion 10) (RING-type E3 ubiquitin transferase CCNB1IP1)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	leiomyoma
CCNC	2	P24863	CCNC	reviewed	Cyclin-C (SRB11 homolog) (hSRB11)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL
CCND1	1	P24385	CCND1 BCL1 PRAD1	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	CLL, B-ALL, breast
CCND2	1	P30279	CCND2	reviewed	G1/S-specific cyclin-D2	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	NHL,CLL
CCND3	1	P30281	CCND3	reviewed	G1/S-specific cyclin-D3	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MM
CCNE1	1	P24864	CCNE1 CCNE	reviewed	G1/S-specific cyclin-E1	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	serous ovarian
CCR4	2	P51679	CCR4 CMKBR4	reviewed	C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (K5-5) (CD antigen CD194)	1	0	0	1	0	0	0	-	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	adult T-cell leukaemia/lymphoma
CCR7	2	P32248	CCR7 CMKBR7 EBI1 EVI1	reviewed	C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197)	1	0	0	1	0	0	0	-	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	adult T-cell leukaemia/lymphoma
CD209	2	Q9NNX6	CD209 CLEC4L	reviewed	CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	prostate carcinoma
CD274	1	Q9NZQ7	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	reviewed	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PMBL, Hodgkin lymphoma
CD28	2	P10747	CD28	reviewed	T-cell-specific surface glycoprotein CD28 (TP44) (CD antigen CD28)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-cell lymphoma
CD74	1	P04233	CD74 DHLAG	reviewed	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)]	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NSCLC
CD79A	1	P11912	CD79A IGA MB1	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	1	0	0	1	0	1	0	-	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	DLBCL, WM
CD79B	1	P40259	CD79B B29 IGB	reviewed	B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b)	1	0	0	1	0	1	0	-	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	DLBCL, WM
CDC73	1	Q6P1J9	CDC73 C1orf28 HRPT2	reviewed	Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein)	1	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	parathyroid adenoma, parathyroid adenoma, multiple ossifying jaw fibroma
CDH1	1	P12830	CDH1 CDHE UVO	reviewed	"Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]"	1	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	lobular breast, gastric, gastric
CDH10	2	Q9Y6N8	CDH10	reviewed	Cadherin-10 (T2-cadherin)	1	1	1	0	0	0	0	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma, pancreatic ductal adenocarcinoma
CDH11	1	P55287	CDH11	reviewed	Cadherin-11 (OSF-4) (Osteoblast cadherin) (OB-cadherin)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	aneurysmal bone cyst
CDH17	2	Q12864	CDH17	reviewed	Cadherin-17 (Intestinal peptide-associated transporter HPT-1) (Liver-intestine cadherin) (LI-cadherin)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma
CDK12	1	Q9NYV4	CDK12 CRK7 CRKRS KIAA0904	reviewed	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	serous ovarian
CDK4	1	P11802	CDK4	reviewed	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	0	1	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	melanoma
CDK6	1	Q00534	CDK6 CDKN6	reviewed	Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	ALL
CDKN1A	2	P38936	CDKN1A CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1	reviewed	Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21)	1	0	1	1	0	0	0	-	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	bladder cancer
CDKN1B	1	P46527	CDKN1B KIP1	reviewed	Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)	1	1	1	0	0	0	1	-	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	breast, small intestine neuroendocrine tumours, pituitary, parathyroid
CDKN2A	1	P42771	CDKN2A CDKN2 MTS1	reviewed	Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (Multiple tumor suppressor 1) (MTS-1) (p16-INK4a) (p16-INK4) (p16INK4A)	1	1	1	0	0	0	1	-	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	melanoma, multiple other tumour types, melanoma, pancreatic
CDKN2C	1	P42773	CDKN2C CDKN6	reviewed	Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6)	1	0	1	0	0	0	1	-	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	glioma, MM
CDX2	1	Q99626	CDX2 CDX3	reviewed	Homeobox protein CDX-2 (CDX-3) (Caudal-type homeobox protein 2)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
CEBPA	1	P49715	CEBPA CEBP	reviewed	CCAAT/enhancer-binding protein alpha (C/EBP alpha)	1	0	1	0	0	1	0	-	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	AML, MDS
CEP89	2	Q96ST8	CEP89 CCDC123	reviewed	Centrosomal protein of 89 kDa (Cep89) (Centrosomal protein 123) (Cep123) (Coiled-coil domain-containing protein 123)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Spitzoid tumour
CHCHD7	1	Q9BUK0	CHCHD7	reviewed	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	salivary adenoma
CHD2	2	O14647	CHD2	reviewed	Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2)	1	0	1	0	0	0	0	-	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	melanoma, large intestine, CLL, monoclonal B lymphocytosis
CHD4	1	Q14839	CHD4	reviewed	Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta)	1	0	0	1	0	1	0	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	uterine serous carcinoma
CHEK2	1	O96017	CHEK2 CDS1 CHK2 RAD53	reviewed	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	breast
CHIC2	2	Q9UKJ5	CHIC2 BTL	reviewed	Cysteine-rich hydrophobic domain-containing protein 2 (BrX-like translocated in leukemia)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
CHST11	2	Q9NPF2	CHST11	reviewed	Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1)	1	0	0	1	1	0	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-CLL
CIC	1	Q96RK0	CIC KIAA0306	reviewed	Protein capicua homolog	1	0	1	1	1	0	1	-	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	oligodendroglioma, soft tissue sarcoma
CIITA	1	P33076	CIITA MHC2TA	reviewed	MHC class II transactivator (CIITA) (EC 2.3.1.-) (EC 2.7.11.1)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	PMBL, Hodgkin lymphoma
CLIP1	1	P30622	CLIP1 CYLN1 RSN	reviewed	CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 1) (Cytoplasmic linker protein 170 alpha-2) (CLIP-170) (Reed-Sternberg intermediate filament-associated protein) (Restin)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Spitzoid tumour
CLP1	2	Q92989	CLP1 HEAB	reviewed	Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
CLTC	1	Q00610	CLTC CLH17 CLTCL2 KIAA0034	reviewed	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	ALCL, renal
CLTCL1	1	P53675	CLTCL1 CLH22 CLTCL CLTD	reviewed	Clathrin heavy chain 2 (Clathrin heavy chain on chromosome 22) (CLH-22)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	ALCL
CNBD1	2	Q8NA66	CNBD1	reviewed	Cyclic nucleotide-binding domain-containing protein 1	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	gastric cancer, colon cancer
CNBP	1	P62633	CNBP RNF163 ZNF9	reviewed	CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	aneurysmal bone cyst
CNOT3	1	O75175	CNOT3 KIAA0691 LENG2 NOT3	reviewed	CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	T-ALL
CNTNAP2	2	Q9UHC6	CNTNAP2 CASPR2 KIAA0868	reviewed	Contactin-associated protein-like 2 (Cell recognition molecule Caspr2)	1	0	1	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	glioma, melanoma
CNTRL	1	Q7Z7A1	CNTRL CEP1 CEP110	reviewed	Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa) (Cep110)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MPN, NHL
COL1A1	1	P02452	COL1A1	reviewed	Collagen alpha-1(I) chain (Alpha-1 type I collagen)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	DFSP, aneurysmal bone cyst
COL2A1	1	P02458	COL2A1	reviewed	"Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]"	1	0	0	0	1	0	1	-	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	chondrosarcoma, enchondroma
COL3A1	2	P02461	COL3A1	reviewed	Collagen alpha-1(III) chain	1	0	0	0	1	0	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lipoblastoma
COX6C	2	P09669	COX6C	reviewed	Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	uterine leiomyoma
CPEB3	2	Q8NE35	CPEB3 KIAA0940	reviewed	Cytoplasmic polyadenylation element-binding protein 3 (CPE-BP3) (CPE-binding protein 3) (hCPEB-3)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung cancer
CREB1	1	P16220	CREB1	reviewed	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	clear cell sarcoma, angiomatoid fibrous histiocytoma
CREB3L1	1	Q96BA8	CREB3L1 OASIS PSEC0238	reviewed	Cyclic AMP-responsive element-binding protein 3-like protein 1 (cAMP-responsive element-binding protein 3-like protein 1) (Old astrocyte specifically-induced substance) (OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1]	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	myxofibrosarcoma
CREB3L2	1	Q70SY1	CREB3L2 BBF2H7	reviewed	Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2]	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	fibromyxoid sarcoma
CREBBP	1	Q92793	CREBBP CBP	reviewed	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	1	0	1	1	1	1	1	-	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	ALL, AML, DLBCL, B-NHL
