UniProt	DeePhase
P15509	0.295
Q6PIY5	0.295
Q8NDZ4	0.295
A0A2R8YD15	0.295
Q9H3G5	0.295
Q13478	0.295
Q96QK1	0.295
Q86UE6	0.296
Q9GZU7	0.296
Q8NCR3	0.296
Q3MIT2	0.296
Q9BRV8	0.296
P16930	0.296
Q4G148	0.296
Q86WC4	0.296
Q9UJW0	0.296
Q9BV99	0.296
Q8IWW8	0.296
Q9Y5X9	0.296
Q16775	0.296
Q6PCB6	0.296
O75311	0.296
P51153	0.296
Q96E93	0.296
Q9BQA1	0.296
Q8WUU8	0.296
Q13882	0.296
Q5SWL7	0.296
Q8NBV8	0.296
Q6UXB4	0.296
Q15048	0.296
P54315	0.296
Q93063	0.296
O95858	0.296
A0A0G2JQF1	0.297
Q10472	0.297
Q04844	0.297
Q9BQ48	0.297
Q9NNW7	0.297
P46199	0.297
P78396	0.297
Q0VAA5	0.297
A0A8I5KY86	0.297
Q8TAX9	0.297
Q8N4T0	0.297
P57088	0.297
Q1W209	0.297
C9J442	0.297
Q9BS86	0.297
Q96LB9	0.297
Q9Y4P8	0.297
P20336	0.297
P56705	0.298
Q9UQ72	0.298
Q5SWW7	0.298
A6NI61	0.298
P29017	0.298
A0A669KB60	0.298
Q9Y2Q0	0.298
Q14974	0.298
Q9UHJ6	0.298
P34925	0.298
P54107	0.298
Q8IXA5	0.298
P49798	0.298
O96024	0.298
Q9UF02	0.298
B1AMM8	0.298
P29401	0.298
Q9Y2D0	0.298
O60906	0.298
Q8N0V1	0.298
O76075	0.298
Q8NEP7	0.298
Q96E17	0.298
Q96A28	0.298
O14681	0.298
Q4G176	0.298
Q14CZ7	0.298
Q9ULV4	0.298
Q0P5P2	0.298
Q99879	0.299
Q9Y2H1	0.299
P23416	0.299
Q8TDM5	0.299
Q9HCT0	0.299
P01700	0.299
Q96SE0	0.299
Q9NVD3	0.299
Q96B96	0.299
Q8NDH3	0.299
Q14165	0.299
A6NC97	0.299
Q9H6R6	0.299
P61278	0.299
P31040	0.299
Q9HB03	0.299
Q6UXP7	0.299
Q9UJT1	0.299
P06312	0.299
P53582	0.299
Q86Y27	0.299
O43614	0.299
Q6UXN8	0.299
P25445	0.3
P16615	0.3
P68366	0.3
Q08431	0.3
Q6TFL4	0.3
Q8N2H3	0.3
Q8TAX0	0.3
Q9NTI2	0.3
Q8WW01	0.3
O14678	0.3
Q9NXI6	0.3
Q92521	0.3
Q15846	0.3
Q9H9J2	0.3
O75900	0.3
Q9HC16	0.3
P22309	0.3
Q9Y2A9	0.3
A0A087WSX0	0.3
O95352	0.3
P62263	0.3
P48307	0.3
Q9ULA0	0.3
A0A2R8Y619	0.3
O43300	0.3
Q969P5	0.3
P0C7W6	0.301
P0DJD9	0.301
Q9NVF9	0.301
P21399	0.301
Q6P9F5	0.301
P13639	0.301
P42785	0.301
O00198	0.301
Q86XR5	0.301
Q9H0R3	0.301
Q08AH3	0.301
P08133	0.301
Q96DL1	0.301
Q495B1	0.301
A6NCL2	0.301
Q9UDR5	0.301
P36897	0.301
Q9NYG2	0.301
P20809	0.301
O95976	0.301
Q06210	0.301
P25774	0.301
Q8NFJ9	0.301
P61764	0.301
F2Z333	0.301
Q1HG43	0.301
Q9NWT6	0.301
Q96DZ9	0.302
Q5VZR4	0.302
O95473	0.302
Q8N2U0	0.302
Q96PM5	0.302
Q2KHT4	0.302
Q32ZL2	0.302
Q96MU5	0.302
P46736	0.302
P09668	0.302
P0CJ69	0.302
O95424	0.302
P29508	0.302
P15538	0.302
Q9P2U8	0.302
C9JR72	0.302
Q53R12	0.302
Q9Y2J8	0.302
Q9UIL8	0.302
Q7RTR0	0.302
Q9P1C3	0.302
Q9BQP7	0.303
Q9BZS9	0.303
Q538Z0	0.303
P42677	0.303
Q96N68	0.303
A0A1B0GTD5	0.303
Q9UHF1	0.303
A9QM74	0.303
Q7L5Y9	0.303
P0DV60	0.303
S4R3P1	0.303
Q9GZS9	0.303
Q6P4A8	0.303
Q3SY69	0.303
Q9H244	0.303
A2JGV3	0.303
Q8WY22	0.303
P09914	0.303
Q15063	0.303
Q53S58	0.303
Q9HB71	0.303
Q12824	0.303
Q16540	0.303
A0A075B6I0	0.303
Q494W8	0.303
Q9H2H0	0.303
O94805	0.303
P24557	0.303
P43304	0.303
Q7Z6A9	0.303
P21439	0.303
Q15399	0.303
P58872	0.304
Q96DT6	0.304
Q9Y3F1	0.304
A1L4L8	0.304
Q5H9J9	0.304
P48147	0.304
Q8TDM0	0.304
P48775	0.304
P14091	0.304
Q6XZB0	0.304
P07550	0.304
Q5W0Z9	0.304
O95998	0.304
Q5XG92	0.304
Q14849	0.304
P98196	0.304
Q7Z695	0.304
Q8NG11	0.304
P58417	0.304
Q9Y235	0.304
Q5VVS0	0.304
B4E2M5	0.304
Q93091	0.304
Q86TD4	0.304
Q8NF86	0.305
Q9P104	0.305
P30511	0.305
P25929	0.305
Q6ZQY3	0.305
A6NHC0	0.305
Q6UWN5	0.305
Q9NUK0	0.305
Q6UW78	0.305
Q8NCQ5	0.305
Q9H0R1	0.305
Q99075	0.305
Q7LG56	0.305
Q8IUX4	0.305
Q9NY37	0.305
Q15120	0.305
Q9Y5L0	0.305
P01213	0.305
Q8IVN8	0.305
O43463	0.305
Q6ZS86	0.305
O43570	0.305
Q8N2G6	0.305
Q9UP65	0.305
Q01813	0.305
P10523	0.305
Q16740	0.305
Q8NB49	0.305
Q7Z745	0.306
Q9NRS4	0.306
Q96B67	0.306
O75955	0.306
O95497	0.306
Q96IL0	0.306
O00219	0.306
O95460	0.306
A6NDX4	0.306
P0DJD7	0.306
Q6DKK2	0.306
Q969J5	0.306
Q96AQ8	0.306
P41220	0.306
Q86XJ0	0.306
Q9NX45	0.306
Q9P0S9	0.306
P06126	0.306
Q86WT6	0.306
Q5T160	0.306
P01624	0.306
P26951	0.306
Q9GZX3	0.306
O75348	0.306
P57739	0.306
O43731	0.307
P0DMC3	0.307
Q9NRR2	0.307
Q9BTA0	0.307
Q99519	0.307
Q8NBM8	0.307
Q9UBN1	0.307
A0A075B6J9	0.307
Q6ZV60	0.307
Q6ZT77	0.307
Q8TDN7	0.307
Q96IP4	0.307
Q14695	0.307
Q5VT28	0.307
Q9C0J1	0.307
Q7L266	0.307
Q9GZU5	0.307
Q9H6R3	0.307
Q14156	0.307
Q8IWX7	0.307
Q9NVX7	0.307
Q2M3T9	0.307
Q8N9W7	0.307
Q8N6F1	0.307
O75800	0.307
A4D161	0.307
O94919	0.307
P0DH78	0.308
O75689	0.308
Q8NB91	0.308
O95718	0.308
Q9HAY6	0.308
P57087	0.308
Q6ZTR6	0.308
Q9P299	0.308
Q495C1	0.308
P09238	0.308
P54619	0.308
Q96CS2	0.308
P0DTL5	0.308
Q9Y6G1	0.308
Q96AB6	0.308
P24530	0.308
P14384	0.308
Q15012	0.308
Q9NRW7	0.308
Q3ZCU0	0.309
P60606	0.309
P05165	0.309
Q53R41	0.309
O95522	0.309
Q9H2C0	0.309
Q8WWH5	0.309
Q2VPJ9	0.309
P78395	0.309
P32249	0.309
Q5T6R2	0.309
P50440	0.309
Q67FW5	0.309
Q96LT4	0.309
P62258	0.309
Q06546	0.309
Q13888	0.31
O95363	0.31
Q9UI42	0.31
O14735	0.31
Q6QNY1	0.31
Q6ZVW7	0.31
Q9NVV5	0.31
Q9Y2R0	0.31
P04433	0.31
O75841	0.31
Q96PL5	0.31
P22680	0.31
P32297	0.31
Q8N9S9	0.31
Q96J01	0.31
Q99880	0.31
P05186	0.31
Q8WV22	0.31
O15254	0.31
Q96KT0	0.31
Q68CK6	0.31
Q9H497	0.31
Q96I51	0.31
P48058	0.31
Q8N5B7	0.31
Q9BPW8	0.31
Q8N3J5	0.31
Q9H5F2	0.31
Q9NUX5	0.31
C9JDP6	0.31
Q8N5U1	0.31
Q9H9S5	0.31
Q6ICB4	0.311
Q11130	0.311
P62316	0.311
P25311	0.311
Q96P11	0.311
Q8WU10	0.311
A4D1B5	0.311
Q5TA45	0.311
Q9BY08	0.311
Q9UPM9	0.311
P28566	0.311
P22033	0.311
Q9Y3A4	0.311
P52757	0.311
Q16851	0.311
Q9NPH0	0.311
Q99576	0.311
Q12882	0.311
Q5QGZ9	0.311
Q96CP7	0.312
O43414	0.312
Q9H1J5	0.312
Q96A23	0.312
O95521	0.312
Q5GH77	0.312
Q6W5P4	0.312
Q13536	0.312
Q96GQ5	0.312
Q5TGI0	0.312
Q14397	0.312
A8MZ97	0.312
Q5BJD5	0.312
Q96N11	0.312
Q9UIX4	0.312
P29279	0.312
Q96M95	0.312
Q5TCH4	0.312
Q9GZL7	0.312
Q9H0Z9	0.313
O75953	0.313
P01699	0.313
A0A075B6H7	0.313
P0DMU9	0.313
Q9NST1	0.313
O60814	0.313
Q6P2M8	0.313
O60609	0.313
Q14192	0.313
Q96PH6	0.313
Q9UJ68	0.313
Q7Z2Q7	0.313
P11465	0.313
Q9Y259	0.313
A0A3B3IT33	0.314
Q96CX6	0.314
Q8TDX6	0.314
Q96FV3	0.314
Q96FX7	0.314
Q11128	0.314
Q9BXW7	0.314
O00623	0.314
Q6UXV0	0.314
Q9H6B9	0.314
O75897	0.314
Q14508	0.314
Q7Z7J9	0.314
Q96DX8	0.314
O60603	0.314
Q00597	0.314
Q8IVL8	0.314
A6NCJ1	0.314
Q5TEA6	0.314
Q8IWL3	0.314
Q06547	0.314
P48050	0.314
P09917	0.314
Q9HBJ0	0.314
A0A087X1C1	0.314
O15455	0.314
Q9NXF8	0.315
Q6ZPB5	0.315
Q92819	0.315
Q96HT8	0.315
Q15833	0.315
Q5VTA0	0.315
P23025	0.315
P04798	0.315
Q6V0L0	0.315
P06870	0.315
Q6PD74	0.315
P48304	0.315
A0A0C4DH59	0.315
Q8N2C3	0.315
P46778	0.315
Q6EIG7	0.315
Q02318	0.316
P43652	0.316
Q5JVL4	0.316
Q5VWM6	0.316
P15309	0.316
Q8TAM1	0.316
Q8N4W6	0.316
Q9UHD2	0.316
Q12933	0.316
Q8IXV7	0.316
Q86WK7	0.316
Q8N6D2	0.316
O75110	0.316
O95832	0.316
Q9BYR7	0.316
Q9H720	0.317
P02787	0.317
A0A8I5QJS6	0.317
Q6PCB8	0.317
P80370	0.317
Q9Y320	0.317
Q8NF67	0.317
Q6EEV6	0.317
P48546	0.317
A6NLE4	0.317
A0A087WSY6	0.317
A6PVL3	0.317
Q9BSK0	0.317
Q15646	0.317
P35813	0.317
O15442	0.317
Q96JJ3	0.317
Q86VG3	0.317
Q96H96	0.317
B3SHH9	0.317
P04035	0.317
Q9UKB1	0.317
Q02928	0.317
Q96CM4	0.318
Q13956	0.318
Q9BTW9	0.318
B9EJG8	0.318
Q15365	0.318
Q969V4	0.318
Q8NCS4	0.318
A0A8V8TND5	0.318
Q6H3X3	0.318
P15813	0.318
Q05655	0.318
Q9H019	0.318
Q9Y375	0.318
A6NHY2	0.318
Q9BYT8	0.318
Q6UWM7	0.318
O75306	0.318
Q9BPV8	0.318
Q9NS00	0.318
Q9NS23	0.318
O43592	0.318
Q8IXI2	0.318
O95406	0.318
Q99871	0.318
Q9UQ03	0.318
P34913	0.318
Q96FJ0	0.318
Q8IXQ5	0.318
P20963	0.319
P08311	0.319
Q7Z3D6	0.319
P08237	0.319
Q9H427	0.319
Q9UGN4	0.319
Q8TBH0	0.319
Q9UKF6	0.319
Q7Z2W7	0.319
Q5JNZ5	0.319
P05177	0.319
Q9H1X3	0.319
Q8TEZ7	0.319
Q6WBX8	0.319
Q1MX18	0.319
P52789	0.319
Q9P2H3	0.319
Q9UMX5	0.319
Q8TAQ9	0.319
Q9NP55	0.319
Q8IVN3	0.319
Q9BZG2	0.319
P59045	0.319
O60645	0.319
Q6ZWT7	0.319
Q9BYR6	0.32
Q9BW60	0.32
Q9NXJ0	0.32
Q6P9F7	0.32
Q8WW52	0.32
Q16619	0.32
Q9BR11	0.32
P40313	0.32
Q9UIC8	0.32
Q9BYV1	0.32
P13569	0.32
P33947	0.32
Q6ZNF0	0.32
P0DUH7	0.32
C9J302	0.32
A0A075B700	0.32
P24723	0.321
Q496H8	0.321
Q8NA58	0.321
Q02108	0.321
P20591	0.321
Q6IB77	0.321
Q8TEA7	0.321
O95786	0.321
Q9BZC5	0.321
Q8TAV3	0.321
O60811	0.321
Q08380	0.321
Q96QD5	0.321
A8MY62	0.321
Q9BQG2	0.321
Q6ZU15	0.321
A0A0J9YXM7	0.321
Q9UH64	0.321
A8MYB1	0.321
P63151	0.321
O60602	0.321
Q0P6D2	0.321
P09769	0.321
Q53H76	0.321
Q96Q40	0.321
P21397	0.321
P04439	0.321
P46098	0.322
Q9H773	0.322
Q8N326	0.322
Q7Z6M2	0.322
Q00888	0.322
Q9H0N0	0.322
P52797	0.322
Q6NUM9	0.322
Q5MJ68	0.322
O94955	0.322
Q5FWF7	0.322
Q658P3	0.322
Q13003	0.322
Q8IYF3	0.322
Q9NR28	0.322
O43286	0.322
A0A1B0GU71	0.322
O75352	0.322
Q6UXU4	0.323
Q10469	0.323
P10635	0.323
Q8WW33	0.323
O00762	0.323
Q14990	0.323
Q9NRM2	0.323
Q9Y6G3	0.323
P04278	0.323
P50336	0.323
P33992	0.323
P51690	0.323
Q8N323	0.323
Q4G0Z9	0.323
Q9NUB1	0.323
Q6NSJ5	0.323
O75477	0.323
Q8NCT1	0.323
Q6UX73	0.323
Q9ULM6	0.324
Q9BYG8	0.324
Q8IY49	0.324
Q92956	0.324
Q8IWZ6	0.324
Q01638	0.324
P01889	0.324
Q96NJ5	0.324
Q15043	0.324
Q9BRP7	0.324
P42357	0.324
Q8WVM8	0.324
Q5JQF7	0.324
A0A1B0GTQ1	0.324
Q6UXX9	0.324
Q96P16	0.324
P41250	0.324
Q0P651	0.324
Q15835	0.324
O94923	0.325
Q9NY26	0.325
P10600	0.325
Q9Y371	0.325
Q969Y0	0.325
P10321	0.325
Q16877	0.325
P15814	0.325
Q9Y6N1	0.325
O95716	0.325
P01619	0.325
Q86T23	0.325
P0DTU4	0.325
O76071	0.325
Q6UW63	0.325
Q92561	0.325
A6NFT4	0.325
Q9UHL4	0.325
P35218	0.325
Q9P2S5	0.325
O14498	0.325
Q969Z0	0.325
O00748	0.326
Q9UL25	0.326
Q08722	0.326
P61165	0.326
Q9UBY8	0.326
Q9UJ83	0.326
Q16576	0.326
Q12931	0.326
Q8WXI3	0.326
Q8N999	0.326
P62807	0.326
B2CW77	0.326
P01374	0.326
P78348	0.326
Q7Z4H8	0.326
Q13641	0.326
O75616	0.326
O95140	0.326
A0A075B6I1	0.326
Q3LHN0	0.326
P0C6S8	0.326
Q8IYS1	0.326
Q99707	0.326
P02760	0.326
Q9UIV8	0.326
Q9H1D0	0.326
P52564	0.327
Q96E52	0.327
P19388	0.327
Q12907	0.327
Q13324	0.327
Q9UNP4	0.327
P38405	0.327
O95070	0.327
Q6ZQT0	0.327
Q9NPB0	0.327
Q96S52	0.327
A0A6Q8PHA8	0.327
P14778	0.327
Q9BV44	0.327
O95407	0.327
Q8TBR7	0.327
P49771	0.327
Q9BZA0	0.328
Q8NDX2	0.328
Q5T0L3	0.328
P02511	0.328
P16233	0.328
Q9BYV7	0.328
Q6UXN2	0.328
Q13686	0.328
P12872	0.328
Q93098	0.328
P20382	0.328
Q08188	0.328
Q9BVC3	0.328
A0A1B0GTK5	0.328
Q7Z7C7	0.328
Q8NAN2	0.328
Q6PIU1	0.328
Q6ICH7	0.328
P0DP71	0.328
Q92499	0.328
Q13418	0.328
Q96PB7	0.328
Q9UKU0	0.328
P01275	0.329
P06276	0.329
Q9Y5X5	0.329
Q9H668	0.329
P00441	0.329
Q9Y605	0.329
Q9NQG1	0.329
P0DP42	0.329
O60636	0.329
Q99467	0.329
P30038	0.329
Q00973	0.329
O95876	0.329
P11464	0.329
P78380	0.329
Q86YB8	0.329
Q8TCW9	0.329
Q7Z449	0.329
Q8IZU3	0.329
P48539	0.33
Q9BQI4	0.33
Q9HCN2	0.33
O43866	0.33
Q13946	0.33
Q8NB16	0.33
O14593	0.33
P52803	0.33
Q07011	0.33
Q8N6G5	0.33
O60869	0.33
Q96IK0	0.33
Q96AH0	0.33
O60259	0.33
Q969Q0	0.33
Q96N35	0.33
Q3LI62	0.33
Q02153	0.33
P11586	0.33
Q8IUC1	0.33
Q9H2T7	0.33
Q9HBI6	0.33
Q8TCW7	0.33
P02771	0.33
Q8WVB3	0.33
Q8TBE3	0.33
A0A7P0T9M0	0.33
Q9UIR0	0.33
O75436	0.33
P49005	0.33
P01893	0.33
P22695	0.33
Q15813	0.331
Q5H9J7	0.331
Q9Y2G3	0.331
Q9BV81	0.331
O14494	0.331
O43610	0.331
Q6GTS8	0.331
A0A087X1C5	0.331
Q9HBW1	0.331
O14791	0.331
Q6P656	0.331
Q6ZV50	0.331
P06899	0.331
Q6P5S2	0.331
O15243	0.331
Q9BVG3	0.331
P33778	0.331
P78356	0.331
P83105	0.331
Q9BRV3	0.331
O95807	0.331
Q8WW36	0.331
Q8N8D7	0.331
O15547	0.332
Q9UK28	0.332
Q8NAB2	0.332
A0A1B0GVM5	0.332
P11488	0.332
C0HLV8	0.332
Q9HCJ6	0.332
Q9ULW2	0.332
Q75V66	0.332
Q86UN6	0.332
Q00059	0.332
Q9H9V9	0.332
Q9H7L2	0.332
Q9Y487	0.332
P38484	0.332
P16562	0.332
Q6UWY5	0.332
Q969K7	0.332
Q9UJX2	0.332
Q8TCJ2	0.332
O94952	0.332
Q5VTQ0	0.332
P16050	0.332
Q5T0D9	0.333
Q7Z4I7	0.333
Q8TF66	0.333
Q4W5P6	0.333
A0A0C4DH90	0.333
A6NFY4	0.333
Q9UIJ5	0.333
P01137	0.333
Q8NG48	0.333
Q15762	0.333
Q9Y3D9	0.333
O96014	0.333
Q53S08	0.333
Q7RTZ1	0.333
A6NFD8	0.333
P62979	0.333
Q9NWC5	0.333
Q75L30	0.333
Q6UXE8	0.333
O00222	0.334
A0A1B0GVM6	0.334
Q7Z4B0	0.334
Q8NET6	0.334
Q969W1	0.334
Q15208	0.334
Q8N5J4	0.334
Q9UM44	0.334
Q9Y237	0.334
Q93099	0.334
Q6IEE8	0.334
Q6ZV65	0.334
Q12768	0.334
P51878	0.334
Q96MN2	0.334
A6NC62	0.334
P0DP58	0.334
Q9Y6X3	0.334
Q9BX59	0.334
Q86U10	0.334
Q9UBT7	0.334
Q86VF5	0.335
Q15366	0.335
O43615	0.335
Q96I82	0.335
Q6PEX3	0.335
P52597	0.335
P21554	0.335
Q8N5S1	0.335
O95158	0.335
Q8IZV2	0.335
Q8NGA4	0.335
Q9NX78	0.335
P04211	0.335
P55854	0.335
Q99928	0.335
O60518	0.335
P08243	0.335
A1A5B4	0.335
P43003	0.335
Q7Z4N8	0.335
Q93079	0.335
Q8N394	0.335
Q9BW27	0.335
Q9UL52	0.335
Q6P2P2	0.335
Q96M29	0.335
O14905	0.336
P57053	0.336
O15528	0.336
Q6PHR2	0.336
P24863	0.336
P43005	0.336
Q9UKJ0	0.336
P49238	0.336
P26842	0.336
Q8N3J2	0.336
Q92982	0.336
Q9BT22	0.336
P49427	0.336
P61956	0.336
O60774	0.336
Q99877	0.336
O75891	0.336
Q59H18	0.336
Q16612	0.336
Q86UY6	0.336
Q8WWY8	0.336
P51674	0.336
Q13571	0.336
Q02577	0.337
Q13077	0.337
Q8NAJ2	0.337
Q9Y6X5	0.337
P0DPK3	0.337
Q9NYS7	0.337
Q5FYA8	0.337
P23527	0.337
O95416	0.337
A8MWL7	0.337
P0DPP9	0.337
P06307	0.337
P98198	0.337
P00846	0.337
P49356	0.337
Q9NPJ1	0.337
Q9UI38	0.337
P22466	0.337
P83110	0.337
O95922	0.337
Q16611	0.337
Q3ZM63	0.337
Q9H8M9	0.337
P40199	0.337
Q9BUX1	0.337
O95870	0.337
Q9H269	0.337
P22891	0.337
P07225	0.337
Q96EG1	0.338
O94889	0.338
Q5SSQ6	0.338
Q6PB30	0.338
Q9UHH9	0.338
Q96TA2	0.338
Q96CU9	0.338
P36544	0.338
Q8IUH3	0.338
B3KNS4	0.338
Q9UBD5	0.338
A4QPH2	0.338
O75954	0.338
P43116	0.338
Q9NPB3	0.338
P61073	0.338
Q7Z6K5	0.338
Q6NUQ1	0.338
P0DN84	0.338
Q8NGI6	0.339
Q16778	0.339
Q96HU1	0.339
Q00005	0.339
Q9NY28	0.339
P0CI26	0.339
Q96S96	0.339
Q8IV08	0.339
P78382	0.339
Q9Y471	0.339
P07911	0.339
P0CJ70	0.339
Q9UQF0	0.339
Q9H6H4	0.339
Q9HAP6	0.339
Q6P4F2	0.339
O60939	0.339
P02748	0.34
P24390	0.34
Q8WTQ7	0.34
O75648	0.34
P51861	0.34
A1L157	0.34
A6NE02	0.34
Q6UX65	0.34
Q9UII2	0.34
O43490	0.34
O95395	0.34
Q05048	0.34
Q8IW92	0.34
Q16531	0.34
P62079	0.34
Q8NFH3	0.34
Q9Y581	0.34
Q96L11	0.34
H3BPM6	0.34
Q8TD30	0.34
Q9NVE7	0.34
Q96MB7	0.34
Q6NUJ1	0.34
O43252	0.34
Q93034	0.34
Q9GZW8	0.341
Q86TU6	0.341
Q9NX36	0.341
P78540	0.341
Q96MV1	0.341
P81605	0.341
P68363	0.341
P02724	0.341
Q8NBM4	0.341
Q32NB8	0.341
P43166	0.341
Q9NPI8	0.341
A0A0C4DH67	0.341
P58876	0.341
P48051	0.341
P13489	0.341
O94911	0.342
P16871	0.342
P61925	0.342
Q9H8W4	0.342
Q9UNQ0	0.342
Q9BYC5	0.342
Q9UGC7	0.342
Q14790	0.342
Q96RS6	0.342
Q99581	0.342
A0A0A0MT99	0.342
P48544	0.342
P0CG47	0.342
A0A075B734	0.342
Q92826	0.342
Q9UPC5	0.342
Q16560	0.342
Q6NT32	0.342
Q92556	0.342
Q8NCH0	0.342
Q9UBL6	0.342
P49247	0.343
Q8IVV8	0.343
Q9P2J9	0.343
Q9NWW5	0.343
Q5SRI9	0.343
Q9UDY6	0.343
Q99527	0.343
Q969F0	0.343
Q9UBW8	0.343
Q49AR2	0.343
P02808	0.343
Q16602	0.343
O75191	0.343
Q71U36	0.343
Q5SR53	0.343
Q8N135	0.343
Q96DM3	0.343
P02774	0.343
Q86WI0	0.343
Q15848	0.344
P51689	0.344
Q96M94	0.344
Q6ZRY4	0.344
Q8N4S7	0.344
Q9NR33	0.344
O75323	0.344
Q96S44	0.344
Q969U6	0.344
Q9BQ13	0.344
Q0D2K5	0.344
Q9BRL7	0.344
Q7Z3S9	0.344
Q8WV19	0.344
Q92664	0.344
Q96LM5	0.344
Q8NB90	0.344
Q9P1P4	0.344
Q9BZ81	0.344
Q9NVV9	0.344
Q5W5X9	0.344
Q8NFX7	0.344
Q9BV19	0.344
P80108	0.344
Q8TAG5	0.345
A6NJY1	0.345
Q5VWC8	0.345
Q8N535	0.345
Q5QNW6	0.345
Q9H246	0.345
P55259	0.345
Q9BSR8	0.345
Q9UQK1	0.345
O15439	0.345
Q8WUH2	0.345
P17787	0.345
P10828	0.345
Q3MIR4	0.345
Q9H223	0.345
Q8WXF7	0.345
Q8IUQ0	0.345
Q8NH95	0.345
Q96BH3	0.345
P30968	0.345
O75342	0.345
Q6PF15	0.345
Q96BZ9	0.345
P59826	0.346
Q01151	0.346
A6PVS8	0.346
Q96AC1	0.346
P08842	0.346
Q9H0I3	0.346
P62072	0.346
O43293	0.346
H3BU77	0.346
P58166	0.346
P15151	0.346
Q9P2V4	0.346
P0CJ73	0.346
Q92743	0.346
Q5T6X4	0.346
P53672	0.346
P09923	0.346
Q13642	0.346
Q2WGJ6	0.347
P82909	0.347
Q9Y2S7	0.347
Q12798	0.347
Q8N4T4	0.347
A0A8I5QKQ9	0.347
Q5QJ74	0.347
P04843	0.347
Q5RGS3	0.347
Q96H12	0.347
A6NCF5	0.347
A0A0C4DH55	0.347
Q9HBY0	0.347
Q71RG6	0.347
O43761	0.347
O75426	0.347
Q5SY80	0.347
Q16873	0.347
Q9Y399	0.348
Q96KF7	0.348
Q5D0E6	0.348
Q8NGJ7	0.348
Q2TAY7	0.348
Q8N118	0.348
P47872	0.348
Q16514	0.348
Q8N8I0	0.348
C9J7I0	0.348
O75072	0.348
Q9BPW5	0.348
P31327	0.348
Q6Y1H2	0.348
P25101	0.348
A0A1B0GTG8	0.349
Q07020	0.349
Q9BW61	0.349
Q8WUY8	0.349
P47901	0.349
Q32M92	0.349
Q9NZ43	0.349
Q969E2	0.349
Q9BQ90	0.349
Q9NRN5	0.349
Q9BUD6	0.349
Q9H857	0.349
A0A075B6J1	0.349
Q6ZVK1	0.349
A6NMA1	0.349
P48664	0.349
O14626	0.349
Q9H900	0.349
O95389	0.349
A8MT19	0.349
Q8NGT2	0.349
Q8WVZ7	0.349
Q9BSU1	0.35
Q13115	0.35
P09543	0.35
Q86Y28	0.35
A6NJR5	0.35
Q7Z3V4	0.35
Q5JPI3	0.35
Q13057	0.35
O00519	0.35
Q8WXA8	0.35
O94907	0.35
P15104	0.35
H3BMG3	0.35
P51606	0.35
Q9UJA2	0.35
Q9Y5E5	0.35
O14682	0.35
P43004	0.35
O95498	0.35
P27037	0.35
O76076	0.35
P51677	0.35
O14926	0.35
Q96JC1	0.35
Q9GZP9	0.35
P11413	0.35
Q96QU8	0.351
Q08334	0.351
O95992	0.351
O15519	0.351
O95834	0.351
Q9NZU1	0.351
Q7RTS9	0.351
P59537	0.351
Q9NX62	0.351
Q15543	0.351
Q0VAM2	0.351
Q4L235	0.351
Q16822	0.351
O43692	0.351
Q6ZNA5	0.351
P17342	0.351
P0CI25	0.351
P52888	0.351
Q8IVV2	0.351
Q96EN9	0.351
P41586	0.351
P20916	0.351
Q92565	0.351
Q9Y693	0.351
Q93088	0.351
Q8WWZ8	0.351
P34998	0.352
Q13405	0.352
Q9Y5N6	0.352
Q8N814	0.352
Q00889	0.352
Q8NH76	0.352
P13747	0.352
Q96IQ7	0.352
P60842	0.352
P10646	0.352
Q9NRM6	0.352
Q9NUN7	0.352
Q96K78	0.352
Q4G0S7	0.352
Q9UBK5	0.352
Q00887	0.352
Q8IWB7	0.352
P54317	0.352
A0A1B0GUT2	0.352
Q16552	0.352
Q96P56	0.352
Q8NDV2	0.352
Q96K31	0.352
Q9H6E4	0.352
P0C7M7	0.352
Q99424	0.353
O43709	0.353
Q8WZ79	0.353
P42338	0.353
P62854	0.353
P08962	0.353
Q86V85	0.353
Q13508	0.353
Q14142	0.353
Q6NVV9	0.353
Q9NYV9	0.353
P61020	0.353
Q969E8	0.353
Q96PE5	0.353
O95704	0.354
A6NFC5	0.354
Q9HAV4	0.354
P0C645	0.354
O75920	0.354
Q8N8A8	0.354
Q8N1D5	0.354
Q03405	0.354
Q07507	0.354
Q8WWU7	0.354
Q12887	0.354
Q9UK32	0.354
Q8N4B4	0.354
Q9Y5I7	0.354
Q9BRA0	0.354
Q13228	0.354
P61218	0.354
P29016	0.354
P61550	0.354
P51817	0.354
Q8NH64	0.355
O43820	0.355
Q96GX1	0.355
Q8IUB2	0.355
Q8N7A1	0.355
Q86SG2	0.355
Q8NHS1	0.355
Q86TS9	0.355
Q969F9	0.355
P55064	0.355
Q96L58	0.355
P0DMV2	0.355
Q9H3Y0	0.355
Q8N6Y2	0.355
Q96QK8	0.355
Q8NFJ6	0.355
P0DMV1	0.355
Q9BZR8	0.355
Q8N3J6	0.355
Q8N0U4	0.355
Q13158	0.355
P63252	0.355
Q15131	0.355
P07858	0.355
A6NML5	0.355
Q3LI68	0.355
P37023	0.355
Q6QHF9	0.355
Q5DJT8	0.355
Q99680	0.355
Q9ULC3	0.355
A0A087WSZ0	0.356
Q6P1K8	0.356
P55087	0.356
O95388	0.356
P04628	0.356
P11182	0.356
Q8NBP0	0.356
P53618	0.356
